id,year,assets,capex,ltd,ebitda,ppe,sales,ads,rd,bookval,mv,indclass,tobinsQ
138741,2003,279.327,6.45,9.205,49.172,46.582,168.283,4.8,14.924,240.35,723.01,12,3.008154774
138741,2004,300.55,3.686,0,67.18,48.789,208.772,2.6,50.786,249.17,1410.63,12,5.661315568
138741,2005,359.326,5.11,0,86.935,50.411,262.591,2.9,30.186,302.88,1239.63,12,4.092809033
138741,2006,1122.507,21.923,713.456,102.643,78.72,358.318,4.8,127.912,303.46,1316.01,12,4.336683583
138741,2007,1116.433,14.173,666.234,111.043,92.079,463.928,6.3,50.815,351.52,1044.87,12,2.972434001
138741,2008,1045.097,6.101,552.416,140.535,89.58,501.641,5.2,53.747,410.29,662.28,12,1.614175339
138741,2009,1047.151,5.865,346.229,165.269,93.515,519.27,5.9,52.765,607.71,1441.27,12,2.371641079
138741,2010,1053.434,7.045,235.093,176.341,97.231,542.316,7.7,53.367,725.82,1448.01,12,1.99499876
138961,2001,136.419,2.295,0.007,6.088,6.204,45.819,0.138,14.411,128.42,917.15,37,7.141800343
138961,2002,145.836,4.275,0,12.624,10.284,70.187,0.138,18.965,135.15,371.79,37,2.750943396
138961,2003,169.293,1.749,0,15.915,11.784,88.599,0.153,19.219,154.73,878.63,37,5.678472177
138961,2004,185.196,8.354,0,15.242,20.453,92.196,1.108,20.26,170.78,448.31,37,2.625073194
138961,2005,199.655,14.87,0,12.325,36.17,105.552,1.447,25.421,175.9,397.59,37,2.260318363
138961,2006,197.02,23.367,0,0.766,56.671,124.915,3.2,31.751,173.51,326.09,37,1.879372947
138961,2007,228.412,8.123,0,30.23,64.378,165.54,3.892,34.624,204.18,440.1,37,2.155451073
138961,2008,193.273,2.408,0,12.634,57.09,138.825,2.127,37.424,179.78,71.85,37,0.399655134
138961,2009,197.314,1.123,0,2.546,55.019,127.498,0.827,33.017,179.44,189.27,37,1.054781543
138961,2010,197.634,2.307,0,26.81,56.003,137.789,1.45,31.055,179.7,206.41,37,1.148636617
138961,2011,198.411,2.013,0,10.181,57.567,124.283,1.212,33.591,182.1,128.1,37,0.703459638
138961,2012,171.326,2.151,0,-11.192,54.32,97.666,1.203,34.31,150.37,89.92,37,0.597991621
138961,2013,137.419,0.743,0,-17.018,51.517,73.785,1.349,27.017,126.61,77.66,37,0.61337967
138961,2014,116.738,1.004,0,-11.264,45.229,63.591,0.948,21.885,107.27,63.71,37,0.593921879
139922,2000,56.617,0.636,0,-13.62,2.395,1.156,0.287,4.162,54.93,76.93,12,1.40050974
139922,2001,43.073,0.595,0,-16.462,2.92,3.317,0.428,2.825,41.29,86.42,12,2.093000727
139922,2002,27.236,0.343,0,-15.382,2.882,3.403,0.348,2.668,26.1,12.59,12,0.482375479
139922,2003,13.854,0.614,0,-14.034,2.897,3.421,0.327,1.823,10.81,63.23,12,5.849213691
139922,2004,9.157,0.184,0,-16.308,2.59,3.709,0.38,1.736,6.91,42.75,12,6.186685962
139922,2005,6.415,0.034,0,-13.291,2.61,3.776,0.354,1.261,2.23,17.64,12,7.910313901
140024,2001,75.539,14.839,0.13,-24.204,26.188,3.496,2.266,12.529,69.99,122.19,14,1.745820832
140024,2002,53.912,0.208,0.03,-16.969,24.654,1.907,0.757,10.281,46.59,34.76,14,0.74608285
140024,2003,40.703,0.262,0.012,-9.117,24.471,1.772,0.399,4.883,35.44,34.81,14,0.982223476
140024,2004,31.336,0.003,0.001,-7.131,23.344,1.04,0.297,3.505,26.61,23.89,14,0.897782788
140024,2005,17.497,0.019,0,-5.376,10.415,3.764,0.769,3.221,15.76,14.16,14,0.898477157
140024,2006,7.973,0.016,0,-4.135,0.698,3.79,0.5,1.318,6.71,4.65,14,0.692995529
140024,2007,5.898,0,0,-1.432,0,0.351,0.06,0.136,5.64,4.81,14,0.852836879
140024,2008,5.256,0,0,-0.739,0,0.172,0.052,0,5.06,3.47,14,0.685770751
140061,2000,111.442,7.55,0,-48.466,9.249,10.623,1.392,11.579,94.77,103.66,36,1.093806057
140061,2001,78.474,0.763,0,-36.443,9.969,27.45,1.345,7.822,60.41,273.41,36,4.525906307
140061,2002,70.55,0.755,0,-9.335,10.475,44.42,0.252,6.2,50.17,197.2,36,3.930635838
140061,2003,139.016,1.519,0,3.139,11.943,63.363,0.301,5.472,112.13,714.21,36,6.369481851
140061,2004,152.21,2.652,0,11.117,14.349,75.234,0.37,6.192,124.84,378.7,36,3.033482858
140061,2005,246.286,4.178,0,-1.07,16.237,92.856,1.1,18.664,186.5,319.84,36,1.714959786
140081,2000,434.304,20.571,71.467,54.699,114.588,398.639,30.2,9.1,229.99,225.42,6,0.980129571
140081,2001,416.519,16.314,67.682,35.895,126.529,392.021,35.7,9.5,212.36,133.8,6,0.630062159
140081,2002,473.853,20.746,93.771,34.79,164.481,387.487,32.8,11,229.82,76.34,6,0.332173005
140081,2003,537.586,16.914,143.951,27.852,204.718,431.208,36.9,13.6,241.72,93.5,6,0.386811186
140081,2004,587.52,23.175,199.52,29.639,223.194,477.759,39.4,15.5,216.94,133.29,6,0.614409514
140081,2005,511.954,18.643,155.208,36.378,202.105,456.522,40.5,13.8,204.51,114.09,6,0.557870031
140081,2006,557.652,19.819,176.622,43.916,236.639,484.016,50.51,13.329,205.73,134.01,6,0.651387741
140081,2007,568.527,20.067,194.458,19.155,272.014,468.745,59.06,15.333,194.25,132.85,6,0.683912484
140679,2000,51.963,1.645,0.196,-2.125,5.041,34.59,0.659,13.75,38.29,351.68,36,9.18464351
140679,2001,59.905,2.486,0,1.358,7.527,49.202,0.691,19.776,43.73,336.83,36,7.702492568
140679,2002,60.508,1.771,0,0.862,8.574,45.607,0.301,22.061,42.17,96.98,36,2.299739151
140679,2003,63.461,1.674,0,2.14,10.197,49.56,0.147,21.214,42.05,203.08,36,4.829488704
140679,2004,67.087,1.979,0,4.663,11.881,56.954,0.121,23.548,44.85,156.56,36,3.490746934
140679,2005,78.637,1.499,0,7.939,13.243,61.935,0.188,24.332,53.85,224.35,36,4.166202414
140679,2006,83.809,1.494,0,5.028,14.423,62.543,0.154,23.397,58.12,168.17,36,2.893496215
140679,2007,101.35,2.283,0,7.105,16.681,71.166,0.143,24.797,72.31,152.82,36,2.113400636
140759,2000,121.682,3.706,0,21.775,5.224,76.044,0.484,7.239,108.05,1232.57,38,11.40740398
140759,2001,144.166,6.068,0,15.85,11.342,77.157,0.876,19.412,137.82,717.16,38,5.203598897
140759,2002,157.661,4.712,0,9.754,16.049,67.594,0.601,20.386,149.17,210.22,38,1.409264597
140759,2003,185.018,4.233,0,15.951,20.282,83.533,0.867,21.98,167.05,697.81,38,4.17725232
140759,2004,236.309,8.707,0,30.376,29.121,116.978,0.918,24.96,210.34,1049.94,38,4.991632595
140759,2005,315.015,13.396,0,50.602,40.542,159.333,1.5,32.404,286.75,985.38,38,3.436373147
140759,2006,349.059,12.332,0,31.782,51.598,180.132,0.822,43.45,300.79,646.57,38,2.149572792
140759,2007,369.44,10.931,0,18.933,59.78,174.121,0.912,47.407,316.5,646.26,38,2.041895735
140759,2008,328.426,8.54,0,14.986,64.71,175.867,1,49.184,273.2,366.4,38,1.34114202
140759,2009,309.088,8.025,0,5.196,73.553,177.994,1,53.977,236.67,469.81,38,1.985084717
140759,2010,589.883,14.857,200,41.064,86.488,276.815,1.1,72.488,291.48,1134.55,38,3.892376835
140759,2011,634.467,15.268,200,63.529,98.884,308.356,1.1,75.101,344.36,738.22,38,2.143744918
140759,2012,819.249,17.726,200,88.4,99.122,413.434,2,98.169,447.5,1258.66,38,2.812648045
140759,2013,894.464,12.131,200,79.277,120.366,467.256,2.9,117.502,507.21,1022.86,38,2.01664005
140759,2014,869.911,8.063,0,48.514,134.367,464.458,2.6,115.156,482.52,883.97,38,1.831986239
141197,2001,70.95,13.064,0,-9.339,21.458,17.006,0.293,8.264,61.6,350.7,13,5.693181818
141197,2002,107.915,22.908,0,-1.424,44.365,35.089,0.155,13.698,92.04,154.47,13,1.678292047
141197,2003,83.83,9.57,0,-12.143,53.939,35.125,0.149,20.215,67.04,162.26,13,2.420346062
141197,2004,77.764,3.627,0,-12.734,57.557,34.831,0.047,15.905,112.81,364.43,13,3.230476022
141197,2005,127.952,5.682,10,-16.758,61.517,45.506,0.071,22.871,85.04,272.12,13,3.199905927
141197,2006,102.173,5.18,14.149,-32.746,66.14,45.003,0.019,33.382,50.29,516,13,10.26048916
141198,2004,7.086,0.031,0,-8.862,3.733,0.325,0.015,3.532,5.11,40.16,22,7.859099804
141198,2005,16.126,0.042,0,-7.103,3.728,1.487,0.014,1.408,13.66,105.48,22,7.72181552
141198,2006,7.258,0.317,0,-12.516,4.026,0.969,0.01,4.748,3.9,58.51,22,15.0025641
141198,2007,39.778,6.734,0,-13.246,9.07,1.389,0.001,8.387,36.2,134.12,22,3.704972376
141198,2008,38.596,17.315,3.237,-22.544,26.384,0.068,0.008,15.398,25.61,56.72,22,2.214759859
141198,2009,50.002,3.189,3.677,-17.105,29.269,0.968,0,6.796,40.08,84.69,22,2.113023952
141198,2010,75.937,29.805,25.169,-20.194,63.152,0.896,0.007,6.689,28.63,46.06,22,1.608801956
141239,2000,7638.004,564.724,2959.861,585.111,7973.68,2642.156,63.255,26.465,2462.42,2593.75,32,1.053333712
141239,2001,6878.089,408.591,2752.278,804.375,7792.214,2367.363,67.085,19.419,2226.04,4037.5,32,1.813758962
141239,2002,8948.253,587.938,3309.316,1220.099,11167.015,3269.29,161.193,31.809,2631.25,5000,32,1.90023753
141239,2003,9946.925,755.423,4035.559,1901.891,13456.541,5000.694,249.877,53.864,3324.82,6152.5,32,1.850476116
141239,2004,9804.906,742.11,3260.361,2123.893,14707.172,5491.376,268.239,57.384,3738.32,9430.51,32,2.522659911
141239,2005,9961.316,743.25,3997.349,2044.749,13602.137,5183.588,271.869,50.957,3448.03,10759.79,32,3.120561596
141384,2001,118.218,19.175,0.98,-90.853,42.638,46.384,17.466,14.683,99.4,214.97,12,2.162676056
141384,2002,92.856,8.112,3.837,-54.584,44.467,69.698,5.993,13.064,64.35,159.31,12,2.475679876
141384,2003,102.202,7.585,1.849,-8.217,49.058,122.725,5.003,13.112,62.98,970.01,12,15.40187361
141384,2004,130.712,9.061,0,19.362,54.738,172.83,6.335,15.756,85.74,654.42,12,7.632610217
141384,2005,142.11,13.801,0,12.897,65.676,207.125,11.3,18.585,93.44,401.66,12,4.298587329
141384,2006,151.558,10.028,0,-12.922,73.883,206.354,9.2,18.474,83.56,906.08,12,10.84346577
141384,2007,222.761,7.429,0,45.444,79.079,284.332,15.9,25.727,161.15,1144.95,12,7.104871238
141389,2004,79.016,0.926,0.014,8.242,15.175,64.415,0.007,5.587,70.19,145.9,38,2.078643681
141389,2005,90.12,2.018,0,9.36,16.515,73.637,0.196,6.968,81.51,143.07,38,1.755244755
141389,2006,103.786,3.97,0,5.195,20.203,84.852,0.393,8.949,90.19,153.49,38,1.701851647
141389,2007,125.281,9.44,0.051,4.402,28.855,89.922,0.251,11.241,110.72,131.23,38,1.185242052
141389,2008,88.456,2.708,0.062,-6.272,28.349,76.561,0.172,10.473,76.7,25.67,38,0.334680574
141389,2009,80.944,1.768,0.029,-6.614,29.785,53.541,0.064,8.372,71.39,61.64,38,0.86342625
141389,2010,84.545,1.481,0.018,-1.984,29.793,95.799,0.041,12.612,65.61,63.08,38,0.961438805
141459,2000,463.347,24.821,46.359,136.397,84.804,345.741,11.529,21.764,374.86,2137.78,37,5.70287574
141459,2001,532.155,14.883,28.011,138.627,95.267,369.119,14.714,28.164,455.12,2297.76,37,5.048690455
141459,2002,698.115,12.424,20,185.719,106.491,465.144,16.67,32.163,604.71,3162.06,37,5.229051942
141459,2003,856.945,32.77,0,244.102,146.099,572.989,22.071,43.706,752.51,5892.88,37,7.830965701
141459,2004,1117.391,78.145,0,304.569,223.031,762.549,29.577,61.58,941.12,6590.61,37,7.002943302
141459,2005,1362.235,27.13,0,379.511,246.508,1027.773,59.309,74.879,1166.75,7170.25,37,6.145489608
141459,2006,1897.02,92.906,0.248,597.241,339.484,1774,114.749,113.314,1559.09,12028.01,37,7.714763099
141459,2007,3291.46,156.777,0,969.817,482.995,3180.319,206.948,159.406,2362.55,21047.06,37,8.908619923
141459,2008,2924.581,119.623,0,939.801,593.404,3494.077,208.177,206.109,2229.92,3840.96,37,1.72246538
141459,2009,3825.874,49.199,0,880.149,640.309,2946.44,155.521,238.378,2846.62,6148.41,37,2.159898406
141459,2010,3988.688,32.232,0,726.838,677.709,2689.911,144.613,277.261,3056.55,6023.15,37,1.970571396
141459,2011,4471.338,38.366,0,645.525,711.368,2758.569,145.024,298.584,3261.53,7749.53,37,2.376041306
141459,2012,4819.124,38.445,0,670.229,759.738,2715.675,138.757,325.773,3534.26,7970.37,37,2.255173643
141459,2013,4879.603,56.083,0,640.355,796.28,2631.851,112.905,364.923,3661.46,9013.98,37,2.461854015
141459,2014,4693.303,73.339,0,747.421,859.596,2870.658,146.633,395.121,3442.86,10133.59,37,2.943363947
141847,2001,98.216,1.737,1.213,21.122,5.325,130.181,0.2,0,78.22,395.69,11,5.058680644
141847,2002,125.414,2.6,0,35.464,6.942,194.459,0.3,0,102.71,540.8,11,5.265310096
141847,2003,179.558,4.775,0.013,53.338,11.769,274.309,0.3,0,149.01,1076.67,11,7.225488222
141847,2004,204.091,4.403,0.009,61.149,15.853,350.276,0.3,0,169.18,480.2,11,2.838396974
141847,2005,244.967,8.096,0.004,48.147,23.549,381.649,0.3,0,175.65,641.37,11,3.651409052
141847,2006,269.986,14.532,0.001,35.253,37.749,409.831,0.6,0,193.32,446.05,11,2.307314298
141847,2007,275.209,10.547,0,27.5,45.498,404.872,0.8,0,196.88,361.84,11,1.837870784
141847,2008,460.951,4.428,116.681,57.556,50.544,616.05,1.3,0,213.68,303.32,11,1.419505803
141847,2009,503.004,6.638,76.527,79.105,51.547,686.438,1,0,263.92,517.63,11,1.961314035
141957,2001,174.297,14.105,50.704,-148.92,82.918,56.012,2.3,29.57,83.74,151.19,36,1.80546931
141957,2002,75.879,2.993,0.023,-24.12,31.439,37.703,0.394,11.529,53.29,63.09,36,1.183899418
141957,2003,70.807,0.886,0,-10.408,29.504,18.05,0.171,8.936,44.93,666.55,36,14.83529935
141957,2004,143.591,2.843,0,-8.552,31.872,37.792,0.186,14.948,56.42,460.47,36,8.161467565
141957,2005,169.752,2.278,0.074,-10.875,29.281,61.077,0.239,24.339,125.42,508.34,36,4.053101579
141957,2006,182.045,4.65,0.055,-14.542,33.482,101.726,0.03,31.315,126.48,918.09,36,7.258776091
142106,2001,131.615,21.011,6.694,-28.33,38.445,34.092,0.676,15.995,104.75,289.4,13,2.762768496
142106,2002,89.223,2.277,0.013,-13.843,20.54,32.355,0.512,13.934,65.29,106.42,13,1.629958646
142106,2003,80.422,0.25,0.013,-3.185,20.644,36.32,0.166,12.035,59.29,182.1,13,3.07134424
142106,2004,88.068,0.578,0.487,2.535,18.11,46.493,0.085,11.637,62.74,353.49,13,5.634204654
142106,2005,58.405,0.405,0.831,-19.426,17.91,23.906,0.076,8.389,40.07,122.9,13,3.067132518
142106,2006,64.234,1.136,15.281,-15.901,18.986,28.027,0,12.436,30.67,201.63,13,6.57417672
142546,2003,86.314,3.707,0,29.504,28.562,193.98,2.785,1.075,71.13,322.46,25,4.533389568
142546,2004,109.734,2.838,0.15,38.053,31.064,252.418,2.52,1.729,88.3,677.87,25,7.676896942
142546,2005,108.805,1.118,0.15,37.809,32.123,272.057,2.622,1.933,87.69,395.45,25,4.509636218
142546,2006,124.179,1.667,0.239,29.063,33.401,261.378,2.789,1.439,101.4,445.04,25,4.388954635
142546,2007,118.726,1.263,0.257,24.185,34.615,244.273,2.49,1.746,93.76,252.49,25,2.69293942
142546,2008,110.293,0.329,0.275,10.493,34.921,175.622,2.421,1.759,90.79,204.71,25,2.254763741
142546,2009,98.249,0.085,0.294,-17.809,34.941,39.439,1.206,0.712,81.51,181.83,25,2.230769231
142546,2010,102.809,0.191,0.312,4.801,35.004,101.011,1.03,0.489,86.31,246.92,25,2.860850423
142546,2011,110.837,0.357,0.352,6.265,35.361,106.437,1.353,0.789,93.42,185.38,25,1.984371655
142546,2012,97.315,0.354,0,9.529,35.715,148.95,2,0.768,77.75,216.34,25,2.782508039
142546,2013,102.553,0.521,0,10.232,35.875,168.293,2.113,1.069,81.48,382.85,25,4.698699067
142546,2014,103.823,0.451,0,12.718,34.07,171.05,2.291,0.743,83.49,321.83,25,3.854713139
142956,2003,84.467,2.659,0,10.789,19.726,102.127,0.2,8.95,34.76,385.25,36,11.08314154
142956,2004,99.491,3.781,0,13.618,20.53,123.939,0.2,9.105,53.7,278.67,36,5.189385475
142956,2005,100.428,2.098,0,4.7,22.571,121.518,0.1,9.611,55.24,313.94,36,5.683200579
142956,2006,154.63,3.109,0,12.973,25.384,154.71,0.5,11.222,90,528.96,36,5.877333333
142956,2007,328.423,6.637,0,22.826,32.546,213.081,0.3,15.05,254.64,932.45,36,3.661836318
142956,2008,308.542,12.13,0,26.54,36.957,251.865,0.6,18.196,233.56,382.71,36,1.638593937
142956,2009,322.26,3.645,0,13.421,40.214,213.457,0.7,17.569,242.3,373.81,36,1.542756913
142956,2010,343.224,6.89,0,17.406,44.692,222.407,1.1,21.007,265.21,477.25,36,1.799517364
142956,2011,362.09,8.685,0,25.205,53.528,245.535,0.9,22.042,282.91,548.17,36,1.937612668
142956,2012,441.819,15.201,0,46.906,67.209,314.027,0.5,23.726,334.04,498.75,36,1.493084661
142956,2013,492.501,12.335,0,56.155,75.682,380.585,0.5,29.105,377.16,893.65,36,2.369418814
143527,2001,156.632,3.839,0.921,16.339,8.968,142.521,17.4,24.262,85.77,280.16,36,3.266410167
143527,2002,152.936,4.194,5.49,0.237,13.35,120.408,13.8,22.338,118.33,92.64,36,0.782895293
143527,2003,201.987,4.793,0.068,-28.255,17.611,99.296,17.5,31.703,127.63,133.97,36,1.049674841
143527,2005,155.541,5.003,0.017,-56.842,14.811,94.691,38,13.137,122.93,154.48,36,1.256650126
143527,2006,121.729,0.924,0.013,-37.931,14.858,107.081,22.5,11.045,93.85,163.08,36,1.737666489
143527,2007,116.307,1.354,0.008,-14.654,15.563,124.703,5.2,9.685,79.93,90.58,36,1.133241586
143754,2001,71.098,2.91,1.847,1.146,57.912,73.052,1.814,0,56.58,35.64,44,0.62990456
143754,2002,77.855,9.026,8.232,1.443,66.939,79.717,1.229,0,54.41,32.74,44,0.601727624
143754,2003,88.741,8.887,16.09,3.816,84.893,95.508,1.323,0,53.44,59.82,44,1.119386228
143754,2004,99.128,14.789,21.235,5.206,101.549,124.324,2.289,0,50.75,49.7,44,0.979310345
143754,2005,90.606,1.578,10.862,5.441,88.408,126.441,1.86,0,43.5,44.53,44,1.023678161
143754,2006,86.753,3.528,9.781,7.472,75.947,125.8,1.235,0,39.16,43.73,44,1.116700715
143912,2001,8.055,0.368,0.051,0.949,1.305,6.853,0.02,0.043,5.55,37.59,26,6.772972973
143912,2002,7.904,0.378,0.015,0.617,1.636,9.843,0.293,0.137,6.09,11.35,26,1.863711002
143912,2003,31.445,3.651,0.004,7.975,5.286,24.456,0.217,0.498,27.47,348.01,26,12.66872952
143912,2004,109.453,11.322,0,31.033,16.607,67.64,0.606,0.824,99.91,1930.4,26,19.32138925
143912,2005,112.338,7.812,0.076,3.263,23.412,47.694,0.888,1.574,103.87,431.1,26,4.150380283
143912,2006,119.838,1.84,0.031,12.89,25.247,67.718,0.437,2.705,99.33,471.36,26,4.745394141
143912,2007,137.763,4.068,0.011,22.895,30.448,100.727,0.931,4.422,120.64,910.37,26,7.546170424
143912,2008,130.016,6.144,0,7.862,36.171,92.845,2.085,12.918,112.53,326.28,26,2.899493468
143912,2009,138.426,13.708,0,3.904,51.263,104.252,0.681,20.002,117.7,272.08,26,2.311639762
143912,2010,136.187,4.024,0,3.647,55.263,86.93,0.7,11.412,117.56,294.32,26,2.503572644
143912,2011,104.963,1.854,0,7.985,51.314,90.028,0.3,9.989,82.46,285.17,26,3.458282804
143912,2012,116.236,1.334,0.103,26.889,50.845,114.753,0.2,8.139,87.29,471.76,26,5.40451369
143912,2013,148.382,1.783,0.067,34.371,50.421,137.831,0.2,9.888,108.35,837.27,26,7.727457314
143912,2014,185.368,2.505,0.029,37.905,51.429,164.525,0.3,14.885,129.11,1403.47,26,10.87034312
144135,2002,432.209,6.11,0.255,10.638,66.488,344.318,8.764,59.115,293.12,491.43,36,1.676548854
144135,2003,423.598,4.946,0.99,27.639,64.334,363.583,9.9,64.888,285.43,823.7,36,2.885821392
144135,2004,420.718,3.724,0,24.882,66.43,335.184,11.3,62.158,277.53,612.35,36,2.206428134
144135,2005,1170.652,4.907,4.275,40.873,84.844,390.776,10.4,60.711,316.69,781.55,36,2.467870788
144135,2006,1479.107,17.516,245.228,36.342,104.374,750.388,12.4,85.325,809.67,1396.17,36,1.724369187
144135,2007,1510.596,22.992,244.734,89.815,147.64,851.926,16.2,85.374,769.04,1735.9,36,2.257229793
144135,2008,1334.965,29.333,243.355,99.313,125.819,757.328,13,82.377,569.95,639.14,36,1.121396614
144135,2009,1372.044,18.991,224.143,114.767,136.359,736.408,11,90.268,694.39,1060.7,36,1.527527758
144396,2007,535.308,8.278,34.385,50.413,49.582,718.272,5.936,0,439.98,449.64,34,1.021955543
144396,2008,425.85,4.689,117.255,54.821,59.237,734.247,6.419,0,234.02,270.51,34,1.155926844
144396,2009,356.589,2.453,56.781,32.563,61.466,578.237,3.704,0,246.07,307.3,34,1.248831633
144396,2010,348.208,2.391,45.556,23.035,57.948,468.562,2.506,0,246.01,263.44,34,1.070850778
144396,2011,335.91,3.998,25.048,21.332,53.675,503.986,3.18,0,249.36,171.01,34,0.685795637
144396,2012,305.923,2.218,0.176,3.101,50.153,442.635,3.186,0,209.12,148.33,34,0.709305662
144396,2013,248.245,1.751,0.093,6.265,50.949,438.311,3.23,0,177.52,310.23,34,1.747577738
144396,2014,325.133,4.571,70.467,15.77,59.723,617.825,4.1,0,147.92,390.54,34,2.640210925
144520,2003,304.532,13.013,126.324,68.783,29.27,714.209,8.463,0,116.1,482.54,34,4.156244617
144520,2004,286.96,5.061,97.372,42.176,32.585,629.016,8.132,0,136.78,450.95,34,3.296900132
144520,2005,618.387,3.818,196.231,52.909,38.991,705.843,8.166,0,258.33,617.06,34,2.388650176
144520,2006,622.181,9.714,162.087,78.789,48.926,1081.703,9.832,0,313.91,952.44,34,3.034118059
144520,2007,633.626,9.151,121.571,84.915,57.798,1164.022,8.84,0,347.22,580.88,34,1.672945107
144520,2008,642.817,8.755,100.945,87.933,65.096,1217.2,7.984,0,342.6,275.59,34,0.804407472
144520,2009,389.004,3.789,102.143,45.68,64.45,759.79,3.583,0,171.63,295.64,34,1.722542679
144520,2010,562.11,4.168,202.168,32.81,74.27,689.217,3.109,0,153.46,240.6,34,1.567835267
144520,2011,535.631,4.648,174.905,56.922,77.186,887.466,3.738,0,135.66,179.21,34,1.321023146
144640,2002,1605.644,57.477,440.143,156.295,349.29,4486.038,44.32,0,456.92,279.44,43,0.611573142
144640,2003,1814.279,54.633,559.128,162.566,340.518,4776.505,50.3,0,455.89,580.86,43,1.274123144
144640,2004,1897.959,69.472,492.536,159.56,265.869,4971.928,57,0,522.09,448.91,43,0.859832596
144640,2005,1930.8,78.063,472.427,185.435,266.88,5540.663,51.3,0,592.05,540.68,43,0.91323368
144640,2006,2030.837,45.276,454.01,207.695,287.727,5748.331,48.969,0,665.82,790.06,43,1.186596978
144640,2007,2016.3,57.134,473.851,209.543,336.92,5712.967,49.839,0,635.97,475.31,43,0.747378021
144640,2008,1654.3,277.2,548.3,142.7,582,4614.8,41.2,0,222.7,146.02,43,0.655680287
144640,2009,1400.9,8.3,528.8,124.4,575.1,3650.6,27.4,0,243.6,373.93,43,1.53501642
144640,2010,1486.3,30.1,534.9,150.1,589.7,3936,26.2,0,287.1,606.11,43,2.111145942
144640,2011,1419.4,70.7,439.1,171.1,654.1,4276.7,26.6,0,326.6,675.26,43,2.067544397
144640,2012,1661.4,87.4,461.4,207.5,729.8,4640.3,27.8,0,402.8,1003.08,43,2.490268123
144640,2013,1888.6,97.6,543.3,258.2,831.6,5334.9,32.8,0,490.6,1653.31,43,3.36997554
144640,2014,2192,79.2,678.7,295.6,933.7,5867.7,34,0,448.8,2165.54,43,4.825178253
145041,2002,257.975,10.207,125.131,63.643,92.977,667.469,37.084,0,3.67,239.3,43,65.20435967
145041,2003,272.025,10.482,99.686,69.128,103.193,709.74,39.9,0,29.96,474.81,43,15.84813084
145041,2004,310.665,21.445,74.668,76.501,127.335,782.215,45.5,0,56.92,660.81,43,11.60945186
145041,2005,352.983,29.644,93.288,64.869,168.522,813.978,47,0,75.67,496.71,43,6.564160169
145041,2006,364.099,16.471,80.078,74.874,180.395,876.805,48.8,0,100.46,553.6,43,5.510651005
145041,2007,403.923,20.769,105.648,70.649,202.012,898.292,53.2,0,109.16,317.43,43,2.907933309
145041,2008,388.357,20.447,99.447,48.237,215.859,864.65,51.9,0,111.8,112.12,43,1.002862254
145041,2009,366.122,5.764,57.233,58.082,218.026,895.542,45.8,0,131.86,370.52,43,2.809949947
145041,2010,392.356,15.628,49.882,55.151,233.551,897.613,44.9,0,150.73,333.39,43,2.211835733
145041,2011,394.064,12.99,66.621,37.711,241.596,902.134,47.6,0,156.59,228.54,43,1.459480171
145041,2012,406.66,12.901,50.316,44.867,250.64,940.49,45.9,0,164.42,284.81,43,1.732210193
145041,2013,441.888,22.035,44.613,68.919,271.518,993.623,44.5,0,190.77,441.95,43,2.316664046
145041,2014,455.576,22.565,67.467,48.08,289.862,977.86,42.6,0,195,324.49,43,1.664051282
145049,2008,4512.59,183.192,545.712,824.716,1084.893,8805.897,46.708,0,2064.18,4485.82,43,2.173172882
145049,2009,4955.327,163.759,447.343,799.528,1246.011,9077.997,57.681,0,2639.42,4001.83,43,1.516177797
145049,2010,5063.8,197.6,249,837.3,1419,9473.7,83.7,0,2788.56,2974.4,43,1.066643716
145049,2011,4847.4,165.1,0,826.2,1501.3,9550.5,65,0,3030.1,3538.89,43,1.16791195
145049,2012,4133.6,139.6,0,806.8,1554.9,8886.7,63.9,0,2153.2,2760.15,43,1.281882779
145049,2013,4091.4,125.6,1.6,726.1,1471.8,9039.5,57.8,0,2173.5,6370.08,43,2.930793651
145049,2014,4246.3,159.6,350.6,787.8,1515.7,9296,64.1,0,2065.8,4673.67,43,2.262401975
145080,2004,86.024,4.21,1.754,3.732,22.946,68.137,0.454,3.115,68.73,159.96,11,2.327367962
145080,2005,74.504,3.079,0.368,-6.222,24.669,68.186,0.53,3.747,59.99,75.19,11,1.253375563
145080,2006,69.277,4.592,0.099,-3.675,25.629,71.926,0.7,3.894,55.45,77.44,11,1.39657349
145080,2007,69.015,8.606,0,2.294,31.782,73.947,0.7,3.072,55.25,68.91,11,1.247239819
145080,2008,61.195,5.058,0,2.557,29.466,80.358,0.8,2.764,48.96,10.99,11,0.224468954
145080,2009,58.689,1.014,0,5.555,25.474,69.596,0.6,3.36,49.39,38.8,11,0.785584126
145080,2010,52.421,1.437,0,-1.985,24.851,56.183,0.4,2.875,43.96,39.05,11,0.888307552
145080,2011,50.027,0.709,0,-0.578,25.209,53.745,0.6,2.738,41.49,37.05,11,0.892986262
145080,2012,44.909,0.936,0,-2.967,25.994,50.513,0.5,3.716,36.45,39.25,11,1.076817558
145080,2013,41.451,0.726,0.314,2.244,25.954,49.376,0.3,1.025,33.39,68.46,11,2.050314465
145977,2002,1965.225,98.186,724.832,331.607,1042.273,3287.883,69.637,0,468.36,1747.44,43,3.730976172
145977,2003,1983.071,101.177,422.78,399.388,1107.729,3493.696,75.87,0,670.77,3007.08,43,4.483026969
